"id";"ship";"imo";"updated";"lat";"long";"sog";"cog";"hdg";"depPort";"arrPort";"etdSchedule";"etd";"atd";"etaSchedule";"eta";"ata";"travel_time_hours";"departure_delay_hours";"arrival_delay_hours";"departed_on_time";"arrived_on_time";"has_complete_voyage"
4931;Star;9364722;"2018-04-06 10:29";60.1052;24.9018;18.0;191;193;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:26";1418.11;-0.18;0.0;on time;on time;complete
4933;Star;9364722;"2018-04-06 10:30";60.0996;24.8997;18.8;193;193;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:30";1418.18;-0.18;0.07;on time;late arrival;complete
4934;Megastar;9773064;"2018-04-06 10:32";59.4898;24.7625;22.3;345;343;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:27";"2018-06-04 12:32";1418.21;-0.18;0.08;on time;late arrival;complete
4936;Star;9364722;"2018-04-06 10:32";60.0916;24.8971;19.9;189;189;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:33";1418.23;-0.18;0.12;on time;late arrival;complete
4937;Megastar;9773064;"2018-04-06 10:33";59.4965;24.7587;22.7;342;340;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:27";"2018-06-04 12:30";1418.18;-0.18;0.05;on time;late arrival;complete
4939;Star;9364722;"2018-04-06 10:33";60.0854;24.8956;20.4;190;189;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:31";1418.19;-0.18;0.08;on time;late arrival;complete
4940;Megastar;9773064;"2018-04-06 10:34";59.5017;24.7551;22.8;341;339;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:27";"2018-06-04 12:40";1418.34;-0.18;0.22;on time;late arrival;complete
4942;Star;9364722;"2018-04-06 10:34";60.08;24.8942;21.3;189;189;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:30";1418.18;-0.18;0.07;on time;late arrival;complete
4943;Megastar;9773064;"2018-04-06 10:35";59.5065;24.7519;22.8;340;338;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:27";"2018-06-04 12:36";1418.28;-0.18;0.15;on time;late arrival;complete
4945;Star;9364722;"2018-04-06 10:35";60.0746;24.8929;21.5;187;189;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:27";"2018-06-04 12:28";1418.14;-0.18;0.02;on time;late arrival;complete
4947;Star;9364722;"2018-04-06 10:36";60.0679;24.8914;21.7;189;189;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:33";1418.23;-0.18;0.12;on time;late arrival;complete
4948;Megastar;9773064;"2018-04-06 10:37";59.5202;24.7418;22.8;340;338;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:27";"2018-06-04 12:30";1418.18;-0.18;0.05;on time;late arrival;complete
4949;Star;9364722;"2018-04-06 10:37";60.0613;24.89;21.5;188;189;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:35";1418.26;-0.18;0.15;on time;late arrival;complete
4950;Megastar;9773064;"2018-04-06 10:37";59.5237;24.7394;22.8;341;339;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:27";"2018-06-04 12:23";1418.06;-0.18;-0.07;on time;on time;complete
4952;Star;9364722;"2018-04-06 10:38";60.055;24.8896;21.4;179;180;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:35";1418.26;-0.18;0.15;on time;late arrival;complete
4954;Star;9364722;"2018-04-06 10:39";60.0502;24.8905;21.6;173;173;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:20";1418.01;-0.18;-0.1;on time;on time;complete
4955;Megastar;9773064;"2018-04-06 10:40";59.5378;24.7294;23.0;340;338;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:27";"2018-06-04 12:23";1418.06;-0.18;-0.07;on time;on time;complete
4957;Star;9364722;"2018-04-06 10:40";60.0438;24.8943;21.9;158;160;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:27";1418.13;-0.18;0.02;on time;late arrival;complete
4958;Megastar;9773064;"2018-04-06 10:41";59.5446;24.7246;23.0;341;339;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:27";"2018-06-04 12:36";1418.28;-0.18;0.15;on time;late arrival;complete
4960;Star;9364722;"2018-04-06 10:41";60.0375;24.8998;21.9;161;162;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:19";1417.99;-0.18;-0.12;on time;on time;complete
4961;Megastar;9773064;"2018-04-06 10:42";59.5503;24.7206;23.0;340;338;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:27";"2018-06-04 12:26";1418.11;-0.18;-0.02;on time;on time;complete
4963;Star;9364722;"2018-04-06 10:41";60.0361;24.9009;22.1;163;164;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:34";1418.24;-0.18;0.13;on time;late arrival;complete
4964;Megastar;9773064;"2018-04-06 10:42";59.5536;24.7182;22.9;340;338;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:27";"2018-06-04 12:32";1418.21;-0.18;0.08;on time;late arrival;complete
4966;Star;9364722;"2018-04-06 10:43";60.0256;24.9055;21.7;177;179;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:29";1418.16;-0.18;0.05;on time;late arrival;complete
4967;Megastar;9773064;"2018-04-06 10:44";59.5618;24.7122;22.8;340;338;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:27";"2018-06-04 12:37";1418.29;-0.18;0.17;on time;late arrival;complete
4969;Star;9364722;"2018-04-06 10:43";60.0231;24.9058;21.5;181;182;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:27";1418.13;-0.18;0.02;on time;late arrival;complete
4970;Megastar;9773064;"2018-04-06 10:45";59.5681;24.7076;23.0;341;339;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:27";"2018-06-04 12:30";1418.18;-0.18;0.05;on time;late arrival;complete
4972;Star;9364722;"2018-04-06 10:44";60.0164;24.9053;21.8;189;188;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:26";1418.11;-0.18;0.0;on time;on time;complete
4973;Megastar;9773064;"2018-04-06 10:46";59.5741;24.7034;23.1;340;338;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:27";"2018-06-04 12:31";1418.19;-0.18;0.07;on time;late arrival;complete
4975;Star;9364722;"2018-04-06 10:45";60.0097;24.9041;21.9;189;188;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:26";1418.11;-0.18;0.0;on time;on time;complete
4976;Megastar;9773064;"2018-04-06 10:47";59.5802;24.6991;23.1;340;338;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:27";"2018-06-04 12:25";1418.09;-0.18;-0.03;on time;on time;complete
4977;Star;9364722;"2018-04-06 10:47";60.0028;24.9029;22.0;187;187;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:25";1418.09;-0.18;-0.02;on time;on time;complete
4978;Megastar;9773064;"2018-04-06 10:48";59.5863;24.6946;23.0;340;339;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:27";"2018-06-04 12:31";1418.19;-0.18;0.07;on time;late arrival;complete
4980;Star;9364722;"2018-04-06 10:48";59.9954;24.9018;22.1;186;187;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:27";1418.13;-0.18;0.02;on time;late arrival;complete
4981;Megastar;9773064;"2018-04-06 10:48";59.5886;24.6931;23.1;340;339;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:27";"2018-06-04 12:33";1418.23;-0.18;0.1;on time;late arrival;complete
4983;Star;9364722;"2018-04-06 10:49";59.9885;24.9004;22.0;190;190;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:38";1418.31;-0.18;0.2;on time;late arrival;complete
4984;Megastar;9773064;"2018-04-06 10:49";59.594;24.6895;23.0;344;343;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:27";"2018-06-04 12:23";1418.06;-0.18;-0.07;on time;on time;complete
4986;Star;9364722;"2018-04-06 10:50";59.9818;24.8987;21.8;190;190;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:29";1418.16;-0.18;0.05;on time;late arrival;complete
4987;Megastar;9773064;"2018-04-06 10:50";59.6013;24.6866;23.0;353;352;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:27";"2018-06-04 12:33";1418.23;-0.18;0.1;on time;late arrival;complete
4989;Star;9364722;"2018-04-06 10:51";59.9776;24.8976;21.8;192;193;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:32";1418.21;-0.18;0.1;on time;late arrival;complete
4990;Megastar;9773064;"2018-04-06 10:52";59.6096;24.686;23.0;3;1;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:29";1418.16;-0.18;0.05;on time;late arrival;complete
4992;Star;9364722;"2018-04-06 10:52";59.9715;24.8951;22.0;195;195;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:32";1418.21;-0.18;0.1;on time;late arrival;complete
4993;Megastar;9773064;"2018-04-06 10:53";59.6164;24.6875;23.1;10;9;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:25";1418.09;-0.18;-0.02;on time;on time;complete
4995;Star;9364722;"2018-04-06 10:53";59.9649;24.8921;21.9;196;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:31";1418.19;-0.18;0.08;on time;late arrival;complete
4996;Megastar;9773064;"2018-04-06 10:54";59.6228;24.6907;23.1;18;17;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:28";1418.14;-0.18;0.03;on time;late arrival;complete
4998;Star;9364722;"2018-04-06 10:54";59.9582;24.8887;22.0;197;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:29";1418.16;-0.18;0.05;on time;late arrival;complete
4999;Megastar;9773064;"2018-04-06 10:55";59.6289;24.6956;23.0;25;24;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:34";1418.24;-0.18;0.13;on time;late arrival;complete
5001;Star;9364722;"2018-04-06 10:54";59.9552;24.8871;22.0;196;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:41";1418.36;-0.18;0.25;on time;late arrival;complete
5002;Megastar;9773064;"2018-04-06 10:56";59.6349;24.701;23.0;24;23;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:34";1418.24;-0.18;0.13;on time;late arrival;complete
5003;Star;9364722;"2018-04-06 10:55";59.9487;24.8838;22.0;196;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:27";1418.13;-0.18;0.02;on time;late arrival;complete
5004;Megastar;9773064;"2018-04-06 10:57";59.641;24.7062;22.9;24;22;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:26";1418.11;-0.18;0.0;on time;on time;complete
5006;Star;9364722;"2018-04-06 10:57";59.9421;24.8803;22.3;198;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:29";1418.16;-0.18;0.05;on time;late arrival;complete
5008;Star;9364722;"2018-04-06 10:58";59.9353;24.8768;22.3;195;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:28";1418.14;-0.18;0.03;on time;late arrival;complete
5009;Megastar;9773064;"2018-04-06 10:58";59.647;24.7113;23.0;23;22;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:37";1418.29;-0.18;0.18;on time;late arrival;complete
5011;Star;9364722;"2018-04-06 10:59";59.9281;24.873;22.1;197;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:34";1418.24;-0.18;0.13;on time;late arrival;complete
5012;Megastar;9773064;"2018-04-06 11:00";59.659;24.7218;23.0;24;23;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:26";1418.11;-0.18;0.0;on time;on time;complete
5013;Star;9364722;"2018-04-06 11:00";59.9216;24.8695;22.1;197;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:25";1418.09;-0.18;-0.02;on time;on time;complete
5015;Star;9364722;"2018-04-06 11:00";59.9186;24.8679;22.1;195;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:30";1418.18;-0.18;0.07;on time;late arrival;complete
5016;Megastar;9773064;"2018-04-06 11:02";59.6702;24.7316;23.0;25;23;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:33";1418.23;-0.18;0.12;on time;late arrival;complete
5018;Star;9364722;"2018-04-06 11:02";59.912;24.8644;22.2;197;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:27";1418.13;-0.18;0.02;on time;late arrival;complete
5019;Megastar;9773064;"2018-04-06 11:02";59.671;24.7323;22.9;23;23;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:16";1417.94;-0.18;-0.17;on time;on time;complete
5021;Star;9364722;"2018-04-06 11:03";59.9054;24.861;22.1;197;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:37";1418.29;-0.18;0.18;on time;late arrival;complete
5022;Megastar;9773064;"2018-04-06 11:03";59.6769;24.7377;23.0;24;23;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:20";1418.01;-0.18;-0.1;on time;on time;complete
5024;Star;9364722;"2018-04-06 11:04";59.8988;24.8576;21.9;195;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:25";"2018-06-04 12:38";1418.31;-0.18;0.22;on time;late arrival;complete
5025;Megastar;9773064;"2018-04-06 11:04";59.6829;24.743;22.8;24;22;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:32";1418.21;-0.18;0.1;on time;late arrival;complete
5027;Star;9364722;"2018-04-06 11:05";59.8922;24.8541;22.2;195;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:25";"2018-06-04 12:19";1417.99;-0.18;-0.1;on time;on time;complete
5028;Megastar;9773064;"2018-04-06 11:05";59.6889;24.7482;22.6;24;23;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:26";1418.11;-0.18;0.0;on time;on time;complete
5030;Star;9364722;"2018-04-06 11:05";59.8885;24.8522;22.0;197;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:25";"2018-06-04 12:36";1418.28;-0.18;0.18;on time;late arrival;complete
5031;Megastar;9773064;"2018-04-06 11:06";59.6948;24.7534;22.6;25;23;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:28";1418.14;-0.18;0.03;on time;late arrival;complete
5033;Star;9364722;"2018-04-06 11:07";59.882;24.8488;21.8;196;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:25";"2018-06-04 12:24";1418.08;-0.18;-0.02;on time;on time;complete
5034;Megastar;9773064;"2018-04-06 11:07";59.7007;24.7587;22.7;24;22;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:34";1418.24;-0.18;0.13;on time;late arrival;complete
5036;Star;9364722;"2018-04-06 11:08";59.8753;24.8452;21.6;196;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:25";"2018-06-04 12:31";1418.19;-0.18;0.1;on time;late arrival;complete
5037;Megastar;9773064;"2018-04-06 11:08";59.7067;24.7633;22.6;20;18;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:33";1418.23;-0.18;0.12;on time;late arrival;complete
5039;Star;9364722;"2018-04-06 11:09";59.8689;24.8418;21.5;194;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:25";"2018-06-04 12:29";1418.16;-0.18;0.07;on time;late arrival;complete
5040;Megastar;9773064;"2018-04-06 11:09";59.7132;24.7679;22.7;21;20;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:31";1418.19;-0.18;0.08;on time;late arrival;complete
5042;Star;9364722;"2018-04-06 11:10";59.8623;24.8384;21.6;196;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:25";"2018-06-04 12:27";1418.13;-0.18;0.03;on time;late arrival;complete
5043;Megastar;9773064;"2018-04-06 11:10";59.7196;24.7726;22.6;20;18;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:25";1418.09;-0.18;-0.02;on time;on time;complete
5045;Star;9364722;"2018-04-06 11:11";59.8557;24.8349;21.7;194;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:25";"2018-06-04 12:31";1418.19;-0.18;0.1;on time;late arrival;complete
5046;Megastar;9773064;"2018-04-06 11:11";59.7262;24.7773;22.6;19;17;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:25";"2018-06-04 12:24";1418.08;-0.18;-0.02;on time;on time;complete
5048;Star;9364722;"2018-04-06 11:11";59.8528;24.8333;21.6;194;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:25";"2018-06-04 12:30";1418.18;-0.18;0.08;on time;late arrival;complete
5049;Megastar;9773064;"2018-04-06 11:13";59.7327;24.7817;22.5;19;17;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:28";1418.14;-0.18;0.03;on time;late arrival;complete
5051;Star;9364722;"2018-04-06 11:13";59.8462;24.8298;21.6;197;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:25";"2018-06-04 12:22";1418.04;-0.18;-0.05;on time;on time;complete
5052;Megastar;9773064;"2018-04-06 11:14";59.7392;24.7861;22.7;19;18;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:25";"2018-06-04 12:26";1418.11;-0.18;0.02;on time;late arrival;complete
5054;Star;9364722;"2018-04-06 11:14";59.8396;24.8262;21.9;194;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:25";"2018-06-04 12:28";1418.14;-0.18;0.05;on time;late arrival;complete
5055;Megastar;9773064;"2018-04-06 11:15";59.7457;24.7906;22.7;19;17;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:25";"2018-06-04 12:27";1418.13;-0.18;0.03;on time;late arrival;complete
5057;Star;9364722;"2018-04-06 11:15";59.8332;24.8227;22.0;197;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:29";1418.16;-0.18;0.05;on time;late arrival;complete
5058;Megastar;9773064;"2018-04-06 11:15";59.7481;24.7922;22.7;19;18;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:26";"2018-06-04 12:26";1418.11;-0.18;0.0;on time;on time;complete
5060;Star;9364722;"2018-04-06 11:16";59.8266;24.8192;22.0;198;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:25";"2018-06-04 12:23";1418.06;-0.18;-0.03;on time;on time;complete
5061;Megastar;9773064;"2018-04-06 11:16";59.7552;24.7971;22.7;19;17;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:25";"2018-06-04 12:30";1418.18;-0.18;0.08;on time;late arrival;complete
5063;Star;9364722;"2018-04-06 11:17";59.82;24.8155;21.7;197;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:25";"2018-06-04 12:32";1418.21;-0.18;0.12;on time;late arrival;complete
5064;Megastar;9773064;"2018-04-06 11:17";59.7618;24.8015;22.8;19;18;EETLL;FIHEL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:20";"2018-04-06 12:30";"2018-06-04 12:25";"2018-06-04 12:32";1418.21;-0.18;0.12;on time;late arrival;complete
5066;Star;9364722;"2018-04-06 11:18";59.8165;24.8135;21.9;194;197;FIHEL;EETLL;"2018-04-06 10:30";"2018-04-06 10:30";"2018-04-06 10:19:21";"2018-04-06 12:30";"2018-06-04 12:25";"2018-06-04 12:34";1418.24;-0.18;0.15;on time;late arrival;complete
