"id";"ship";"imo";"updated";"lat";"long";"sog";"cog";"hdg";"depPort";"arrPort";"etdSchedule";"etd";"atd";"etaSchedule";"eta";"ata";"travel_time_hours";"departure_delay_hours";"arrival_delay_hours";"departed_on_time";"arrived_on_time";"has_complete_voyage"
4427;Megastar;9773064;"2018-04-06 04:42";59.5663;24.7089;24.8;340;339;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:24";"2018-06-04 06:26";1418.13;-0.2;0.03;on time;late arrival;complete
4428;Star;9364722;"2018-04-06 04:42";60.0387;24.8997;21.8;162;161;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:27";1418.11;-0.16;0.0;on time;on time;complete
4429;Megastar;9773064;"2018-04-06 04:43";59.5726;24.7044;24.8;341;340;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:24";"2018-06-04 06:32";1418.23;-0.2;0.13;on time;late arrival;complete
4430;Star;9364722;"2018-04-06 04:43";60.0332;24.9029;22.1;171;171;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:32";1418.19;-0.16;0.08;on time;late arrival;complete
4431;Megastar;9773064;"2018-04-06 04:44";59.5788;24.7;24.9;340;340;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:24";"2018-06-04 06:25";1418.11;-0.2;0.02;on time;late arrival;complete
4432;Star;9364722;"2018-04-06 04:44";60.0271;24.9044;21.9;180;180;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:25";1418.08;-0.16;-0.03;on time;on time;complete
4433;Megastar;9773064;"2018-04-06 04:45";59.5859;24.6949;24.9;340;340;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:24";"2018-06-04 06:29";1418.18;-0.2;0.08;on time;late arrival;complete
4434;Star;9364722;"2018-04-06 04:45";60.0205;24.904;21.8;186;185;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:30";1418.16;-0.16;0.05;on time;late arrival;complete
4435;Megastar;9773064;"2018-04-06 04:46";59.592;24.6909;24.9;344;344;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:24";"2018-06-04 06:36";1418.3;-0.2;0.2;on time;late arrival;complete
4436;Star;9364722;"2018-04-06 04:46";60.0148;24.9031;22.2;189;186;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:33";1418.21;-0.16;0.1;on time;late arrival;complete
4437;Megastar;9773064;"2018-04-06 04:47";59.5986;24.6882;24.8;352;352;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:24";"2018-06-04 06:23";1418.08;-0.2;-0.02;on time;on time;complete
4438;Star;9364722;"2018-04-06 04:47";60.0086;24.9019;22.5;189;186;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:34";1418.23;-0.16;0.12;on time;late arrival;complete
4439;Megastar;9773064;"2018-04-06 04:48";59.6056;24.6873;24.8;360;1;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:23";"2018-06-04 07:26";1419.13;-0.2;1.05;on time;late arrival;complete
4440;Star;9364722;"2018-04-06 04:48";60.0024;24.9007;22.6;189;186;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:26";1418.09;-0.16;-0.02;on time;on time;complete
4441;Megastar;9773064;"2018-04-06 04:49";59.6123;24.6883;24.7;9;11;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:23";"2018-06-04 06:26";1418.13;-0.2;0.05;on time;late arrival;complete
4442;Star;9364722;"2018-04-06 04:49";59.9961;24.8995;22.4;187;186;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:29";1418.14;-0.16;0.03;on time;late arrival;complete
4443;Megastar;9773064;"2018-04-06 04:50";59.619;24.6921;24.6;21;22;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:23";"2018-06-04 06:20";1418.03;-0.2;-0.05;on time;on time;complete
4444;Star;9364722;"2018-04-06 04:50";59.9899;24.8983;22.4;187;186;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:28";1418.13;-0.16;0.02;on time;late arrival;complete
4445;Megastar;9773064;"2018-04-06 04:51";59.625;24.6971;24.6;24;24;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:23";"2018-06-04 06:21";1418.05;-0.2;-0.03;on time;on time;complete
4446;Star;9364722;"2018-04-06 04:51";59.9836;24.8972;22.3;187;186;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:31";1418.18;-0.16;0.07;on time;late arrival;complete
4447;Megastar;9773064;"2018-04-06 04:52";59.6313;24.7023;24.7;21;22;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:23";"2018-06-04 06:27";1418.15;-0.2;0.07;on time;late arrival;complete
4448;Star;9364722;"2018-04-06 04:52";59.9774;24.8957;22.4;192;190;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:27";1418.11;-0.16;0.0;on time;on time;complete
4449;Megastar;9773064;"2018-04-06 04:53";59.6376;24.7073;24.8;22;23;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:22";"2018-06-04 06:26";1418.13;-0.2;0.07;on time;late arrival;complete
4450;Star;9364722;"2018-04-06 04:53";59.9712;24.8937;22.3;191;190;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:29";1418.14;-0.16;0.03;on time;late arrival;complete
4451;Megastar;9773064;"2018-04-06 04:54";59.6442;24.7125;24.7;22;22;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:22";"2018-06-04 06:21";1418.05;-0.2;-0.02;on time;on time;complete
4452;Star;9364722;"2018-04-06 04:54";59.965;24.8916;22.4;192;191;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:29";1418.14;-0.16;0.03;on time;late arrival;complete
4453;Megastar;9773064;"2018-04-06 04:55";59.6505;24.7175;24.7;22;22;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:22";"2018-06-04 06:22";1418.06;-0.2;0.0;on time;on time;complete
4454;Star;9364722;"2018-04-06 04:55";59.9588;24.8888;22.4;195;194;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:26";1418.09;-0.16;-0.02;on time;on time;complete
4455;Megastar;9773064;"2018-04-06 04:56";59.6569;24.7226;24.7;22;22;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:22";"2018-06-04 06:20";1418.03;-0.2;-0.03;on time;on time;complete
4456;Star;9364722;"2018-04-06 04:56";59.9527;24.8858;22.6;197;197;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:31";1418.18;-0.16;0.07;on time;late arrival;complete
4457;Megastar;9773064;"2018-04-06 04:57";59.6633;24.7277;24.8;22;23;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:22";"2018-06-04 06:29";1418.18;-0.2;0.12;on time;late arrival;complete
4458;Star;9364722;"2018-04-06 04:57";59.9467;24.882;22.5;201;200;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:31";1418.18;-0.16;0.07;on time;late arrival;complete
4459;Megastar;9773064;"2018-04-06 04:58";59.6696;24.7329;24.8;22;22;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:22";"2018-06-04 06:19";1418.01;-0.2;-0.05;on time;on time;complete
4460;Star;9364722;"2018-04-06 04:58";59.9408;24.8774;22.4;204;202;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:34";1418.23;-0.16;0.12;on time;late arrival;complete
4461;Megastar;9773064;"2018-04-06 04:59";59.676;24.738;24.9;22;22;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:22";"2018-06-04 06:22";1418.06;-0.2;0.0;on time;on time;complete
4462;Star;9364722;"2018-04-06 04:59";59.9344;24.8723;22.3;204;202;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:32";1418.19;-0.16;0.1;on time;late arrival;complete
4463;Megastar;9773064;"2018-04-06 05:00";59.6833;24.7438;25.0;22;21;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:22";"2018-06-04 06:20";1418.03;-0.2;-0.03;on time;on time;complete
4464;Star;9364722;"2018-04-06 05:00";59.9285;24.8676;22.3;202;202;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:27";"2018-06-04 06:31";1418.18;-0.16;0.07;on time;late arrival;complete
4465;Megastar;9773064;"2018-04-06 05:01";59.6882;24.7478;24.1;22;22;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:22";"2018-06-04 06:25";1418.11;-0.2;0.05;on time;late arrival;complete
4466;Star;9364722;"2018-04-06 05:01";59.9238;24.8637;22.5;204;202;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:28";1418.13;-0.16;0.03;on time;late arrival;complete
4467;Megastar;9773064;"2018-04-06 05:02";59.6943;24.7526;23.3;22;22;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:21";"2018-06-04 06:20";1418.03;-0.2;-0.02;on time;on time;complete
4468;Star;9364722;"2018-04-06 05:02";59.9174;24.8585;22.6;203;202;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:35";1418.24;-0.16;0.15;on time;late arrival;complete
4469;Megastar;9773064;"2018-04-06 05:03";59.7012;24.7575;23.1;19;19;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:21";"2018-06-04 06:26";1418.13;-0.2;0.08;on time;late arrival;complete
4470;Star;9364722;"2018-04-06 05:03";59.9128;24.8548;22.6;203;202;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:28";1418.13;-0.16;0.03;on time;late arrival;complete
4471;Megastar;9773064;"2018-04-06 05:03";59.7051;24.7603;22.7;20;21;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:21";"2018-06-04 06:25";1418.11;-0.2;0.07;on time;late arrival;complete
4472;Star;9364722;"2018-04-06 05:04";59.9056;24.8489;22.7;204;202;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:36";1418.26;-0.16;0.17;on time;late arrival;complete
4473;Megastar;9773064;"2018-04-06 05:04";59.7109;24.7646;22.7;19;19;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:21";"2018-06-04 06:25";1418.11;-0.2;0.07;on time;late arrival;complete
4474;Star;9364722;"2018-04-06 05:04";59.9017;24.8457;22.2;202;202;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:39";1418.31;-0.16;0.22;on time;late arrival;complete
4475;Megastar;9773064;"2018-04-06 05:05";59.7168;24.7679;22.8;13;13;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:21";"2018-06-04 06:24";1418.1;-0.2;0.05;on time;late arrival;complete
4476;Star;9364722;"2018-04-06 05:05";59.8958;24.8409;22.6;203;202;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:28";1418.13;-0.16;0.03;on time;late arrival;complete
4477;Megastar;9773064;"2018-04-06 05:06";59.7225;24.7704;22.9;13;13;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:21";"2018-06-04 06:26";1418.13;-0.2;0.08;on time;late arrival;complete
4478;Star;9364722;"2018-04-06 05:06";59.89;24.8362;22.4;203;202;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:31";1418.18;-0.16;0.08;on time;late arrival;complete
4479;Megastar;9773064;"2018-04-06 05:07";59.7288;24.7735;23.0;15;15;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:21";"2018-06-04 06:27";1418.15;-0.2;0.1;on time;late arrival;complete
4480;Star;9364722;"2018-04-06 05:08";59.8835;24.8309;22.4;205;202;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:34";1418.23;-0.16;0.13;on time;late arrival;complete
4481;Megastar;9773064;"2018-04-06 05:08";59.7347;24.7764;23.1;13;13;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:21";"2018-06-04 06:20";1418.03;-0.2;-0.02;on time;on time;complete
4482;Star;9364722;"2018-04-06 05:09";59.8766;24.8253;22.2;203;202;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:21";1418.01;-0.16;-0.08;on time;on time;complete
4483;Megastar;9773064;"2018-04-06 05:09";59.7413;24.7796;23.1;14;14;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:21";"2018-06-04 06:25";1418.11;-0.2;0.07;on time;late arrival;complete
4484;Star;9364722;"2018-04-06 05:10";59.8708;24.8205;22.1;202;202;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:29";1418.14;-0.16;0.05;on time;late arrival;complete
4485;Megastar;9773064;"2018-04-06 05:11";59.7488;24.7833;23.1;14;15;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:21";"2018-06-04 06:24";1418.1;-0.2;0.05;on time;late arrival;complete
4486;Star;9364722;"2018-04-06 05:11";59.8645;24.8154;21.8;202;201;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:26";1418.09;-0.16;0.0;on time;on time;complete
4487;Megastar;9773064;"2018-04-06 05:12";59.7546;24.7862;23.2;14;14;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:21";"2018-06-04 06:20";1418.03;-0.2;-0.02;on time;on time;complete
4488;Star;9364722;"2018-04-06 05:12";59.8598;24.8118;21.9;206;201;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:35";1418.24;-0.16;0.15;on time;late arrival;complete
4489;Megastar;9773064;"2018-04-06 05:13";59.7612;24.7894;23.3;14;14;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:21";"2018-06-04 06:21";1418.05;-0.2;0.0;on time;on time;complete
4490;Star;9364722;"2018-04-06 05:13";59.8534;24.8069;22.0;199;200;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:31";1418.18;-0.16;0.08;on time;late arrival;complete
4491;Megastar;9773064;"2018-04-06 05:13";59.7658;24.7917;23.2;14;14;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:21";"2018-06-04 06:16";1417.96;-0.2;-0.08;on time;on time;complete
4492;Star;9364722;"2018-04-06 05:14";59.8469;24.802;22.0;200;200;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:30";1418.16;-0.16;0.07;on time;late arrival;complete
4493;Megastar;9773064;"2018-04-06 05:15";59.7733;24.7953;23.3;14;14;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:21";"2018-06-04 06:19";1418.01;-0.2;-0.03;on time;on time;complete
4494;Star;9364722;"2018-04-06 05:15";59.8406;24.7973;21.5;201;200;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:37";1418.28;-0.16;0.18;on time;late arrival;complete
4495;Megastar;9773064;"2018-04-06 05:16";59.78;24.7985;23.2;13;13;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:21";"2018-06-04 06:24";1418.1;-0.2;0.05;on time;late arrival;complete
4496;Star;9364722;"2018-04-06 05:15";59.8388;24.7959;21.8;200;200;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:24";1418.06;-0.16;-0.03;on time;on time;complete
4497;Megastar;9773064;"2018-04-06 05:17";59.7871;24.8017;23.1;12;13;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:20";"2018-06-04 06:19";1418.01;-0.2;-0.02;on time;on time;complete
4498;Star;9364722;"2018-04-06 05:16";59.8325;24.7911;22.1;202;200;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:30";1418.16;-0.16;0.07;on time;late arrival;complete
4499;Megastar;9773064;"2018-04-06 05:18";59.7936;24.8046;23.1;13;13;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:20";"2018-06-04 06:23";1418.08;-0.2;0.05;on time;late arrival;complete
4500;Star;9364722;"2018-04-06 05:17";59.8255;24.7858;22.1;202;200;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:33";1418.21;-0.16;0.12;on time;late arrival;complete
4501;Megastar;9773064;"2018-04-06 05:19";59.8;24.8076;23.1;13;13;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:20";"2018-06-04 06:16";1417.96;-0.2;-0.07;on time;on time;complete
4502;Star;9364722;"2018-04-06 05:19";59.819;24.7808;22.4;200;200;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:31";1418.18;-0.16;0.08;on time;late arrival;complete
4503;Megastar;9773064;"2018-04-06 05:20";59.8064;24.8106;23.1;13;13;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:20";"2018-06-04 06:23";1418.08;-0.2;0.05;on time;late arrival;complete
4504;Star;9364722;"2018-04-06 05:20";59.8127;24.776;22.3;202;200;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:24";1418.06;-0.16;-0.03;on time;on time;complete
4505;Megastar;9773064;"2018-04-06 05:21";59.812;24.8131;23.0;13;13;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:20";"2018-06-04 06:17";1417.98;-0.2;-0.05;on time;on time;complete
4506;Star;9364722;"2018-04-06 05:21";59.8069;24.7715;22.0;202;200;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:27";1418.11;-0.16;0.02;on time;late arrival;complete
4507;Megastar;9773064;"2018-04-06 05:22";59.8174;24.8157;23.0;14;15;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:20";"2018-06-04 06:27";1418.15;-0.2;0.12;on time;late arrival;complete
4508;Star;9364722;"2018-04-06 05:21";59.8022;24.768;22.2;200;200;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:33";1418.21;-0.16;0.12;on time;late arrival;complete
4509;Megastar;9773064;"2018-04-06 05:23";59.8238;24.8189;23.0;14;15;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:20";"2018-06-04 06:24";1418.1;-0.2;0.07;on time;late arrival;complete
4510;Star;9364722;"2018-04-06 05:23";59.7963;24.7635;22.1;201;200;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:32";1418.19;-0.16;0.1;on time;late arrival;complete
4511;Megastar;9773064;"2018-04-06 05:24";59.8302;24.8221;22.9;14;14;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:20";"2018-06-04 06:27";1418.15;-0.2;0.12;on time;late arrival;complete
4512;Star;9364722;"2018-04-06 05:24";59.79;24.7587;21.9;201;200;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:31";1418.18;-0.16;0.08;on time;late arrival;complete
4513;Megastar;9773064;"2018-04-06 05:25";59.8365;24.8253;23.0;14;14;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:20";"2018-06-04 06:23";1418.08;-0.2;0.05;on time;late arrival;complete
4514;Star;9364722;"2018-04-06 05:25";59.7835;24.7539;21.9;201;200;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:29";1418.14;-0.16;0.05;on time;late arrival;complete
4515;Megastar;9773064;"2018-04-06 05:26";59.8429;24.8284;23.0;14;14;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:20";"2018-06-04 06:23";1418.08;-0.2;0.05;on time;late arrival;complete
4516;Star;9364722;"2018-04-06 05:25";59.7812;24.7522;22.2;203;200;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:39";1418.31;-0.16;0.22;on time;late arrival;complete
4517;Megastar;9773064;"2018-04-06 05:27";59.8493;24.8316;23.0;14;15;EETLL;FIHEL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:18:17";"2018-04-06 06:30";"2018-06-04 06:20";"2018-06-04 06:26";1418.13;-0.2;0.1;on time;late arrival;complete
4518;Star;9364722;"2018-04-06 05:26";59.7747;24.7473;22.0;203;200;FIHEL;EETLL;"2018-04-06 04:30";"2018-04-06 04:30";"2018-04-06 04:20:18";"2018-04-06 06:30";"2018-06-04 06:26";"2018-06-04 06:31";1418.18;-0.16;0.08;on time;late arrival;complete
